CheckingStatus,LoanDuration,CreditHistory,LoanPurpose,LoanAmount,ExistingSavings,EmploymentDuration,InstallmentPercent,Sex,OthersOnLoan,CurrentResidenceDuration,OwnsProperty,Age,InstallmentPlans,Housing,ExistingCreditsCount,Job,Dependents,Telephone,ForeignWorker,Scored Labels,Scored Probabilities,scoring_id,scoring_timestamp
no_checking,33,prior_payments_delayed,radio_tv,9405,less_100,4_to_7,2,male,none,2,real_estate,49,none,own,1,skilled,1,none,yes,No Risk,0.66|0.34,6c9b152a-514c-41b7-968a-42dc70234c46,04/11/20 7:38
0_to_200,13,prior_payments_delayed,furniture,4455,100_to_500,greater_7,2,male,none,2,savings_insurance,52,none,own,1,skilled,2,none,yes,No Risk,0.72|0.28,d106d685-d698-4edb-ac05-46d91397c8e5,04/11/20 7:38
0_to_200,27,prior_payments_delayed,education,231,500_to_1000,greater_7,3,female,none,2,savings_insurance,39,none,own,1,skilled,1,yes,yes,No Risk,0.66|0.34,341993f7-aec3-42e1-b76f-36a81cfd3f63,04/11/20 7:38
no_checking,30,outstanding_credit,car_new,1658,500_to_1000,4_to_7,4,male,none,2,savings_insurance,37,none,free,2,skilled,1,none,yes,No Risk,0.64|0.36,d953e8cb-89db-49db-8111-f2ffb19ecef5,04/11/20 7:38
no_checking,15,credits_paid_to_date,car_used,4847,less_100,less_1,2,male,none,2,car_other,49,none,own,2,unskilled,1,none,yes,No Risk,0.66|0.34,259889a2-9de1-42d4-9e20-4b5a186a281f,04/11/20 7:38
0_to_200,21,all_credits_paid_back,vacation,7020,100_to_500,unemployed,3,female,co-applicant,3,real_estate,37,stores,rent,2,management_self-employed,1,none,yes,No Risk,0.64|0.36,f9a18da6-4c21-40a2-9738-d741147a408e,04/11/20 7:38
less_0,9,no_credits,car_used,575,100_to_500,4_to_7,2,female,none,3,unknown,45,none,own,2,unskilled,1,none,yes,No Risk,0.6|0.4,cb4083d9-d0d4-485a-affb-f7c890eb060b,04/11/20 7:38
less_0,19,prior_payments_delayed,furniture,3913,less_100,greater_7,4,male,none,1,savings_insurance,19,none,own,2,skilled,1,yes,yes,No Risk,0.77|0.23,9ae3a922-ce7c-499a-9c26-6eea95bf2c71,04/11/20 7:38
less_0,16,credits_paid_to_date,business,2848,100_to_500,4_to_7,3,female,none,3,savings_insurance,26,none,rent,1,management_self-employed,1,none,yes,No Risk,0.88|0.12,02399a09-27a5-498e-af7f-d46e912b18ae,04/11/20 7:38
less_0,32,credits_paid_to_date,furniture,-793,less_100,1_to_4,3,male_random,none,4,unknown,55,none,own,1,skilled,1,yes,yes,No Risk,0.56|0.44,973b255d-a85d-4cd8-abf6-54b1d16778a5,04/11/20 7:38
no_checking,9,outstanding_credit,radio_tv,10142,500_to_1000,1_to_4,5,male,co-applicant,4,unknown,42,none,rent,1,skilled,1,yes,yes_random,No Risk,0.51|0.49,3ed8d7f4-825a-404f-b0ff-11e501957e81,04/11/20 7:38
0_to_200,25,prior_payments_delayed,car_used,4838,less_100,greater_7,2,male,none,4,car_other,41,bank,own,1,unskilled,2,yes,yes,No Risk,0.66|0.34,cc17ab73-67e6-4129-92ce-3ca343b7c2d5,04/11/20 7:38
0_to_200,4,prior_payments_delayed,car_new,11282,greater_1000,unemployed,3,female,co-applicant,4,car_other,40,none,rent,1,skilled,1,none,yes,No Risk,0.62|0.38,8ace9890-e704-418c-8a2a-83fce8735fd8,04/11/20 7:38
no_checking,28,all_credits_paid_back,appliances,8622,100_to_500,greater_7,4,female,none,2,savings_insurance,36,none,own,2,skilled,1,none,yes,Risk,0.42|0.58,a265f887-a363-47e8-a472-1bc324306cf5,04/11/20 7:38
less_0,4,credits_paid_to_date,car_new,-441,500_to_1000,1_to_4,1,male,none,3,real_estate,44,none,own,1,skilled,1,yes,yes,No Risk,0.87|0.13,e0fbdbfd-0f6d-4ff5-a27e-59a39f0fede6,04/11/20 7:38
less_0,25,no_credits,appliances,2759,100_to_500,less_1,1,male,none,3,car_other,34,none,free,2,skilled,1,none,yes,No Risk,0.64|0.36,97ce6cdb-ab3a-4eb5-ba82-7ec39f0236f1,04/11/20 7:38
no_checking,22,prior_payments_delayed,furniture,1527,less_100,1_to_4,5,female,none,3,unknown,30,none,own,1,unskilled,1,yes,yes,No Risk,0.75|0.25,607c286e-4c28-4151-acbe-39b4b8bcd5cb,04/11/20 7:38
less_0,19,prior_payments_delayed,car_used,963,less_100,4_to_7,2,male,none,4,savings_insurance,31,none_random,rent,2,skilled,1,yes,yes,No Risk,0.64|0.36,eef41205-5372-4ba0-ac9d-c1bc3d7847f0,04/11/20 7:38
0_to_200,22,credits_paid_to_date,appliances,11218,less_100,greater_7,4,female,co-applicant,3,car_other,29,none,own,1,skilled,1,none,yes,No Risk,0.56|0.44,2b93714c-5d5c-4d06-bd14-05cffb9c058b,04/11/20 7:38
0_to_200,24,no_credits,car_new,5849,less_100,1_to_4,2,female,none,4,real_estate,46,none,free,1,skilled,1,yes,yes,No Risk,0.65|0.35,0f0807b2-de54-432b-8e8c-bf03b7390d46,04/11/20 7:38
less_0,22,prior_payments_delayed,education,2304,greater_1000,4_to_7,2,female,none,4,savings_insurance,22,stores,own,2,skilled,1,none,yes,No Risk,0.75|0.25,d1781bce-1f8d-4909-9c14-debc10aec989,04/11/20 7:38
no_checking,22,prior_payments_delayed,appliances,1113,unknown,less_1,3,female,none,2,car_other,19,none,own,1,skilled,1,none,yes,No Risk,0.76|0.24,f59d5b98-660a-4afb-a0de-f01a9c932b6b,04/11/20 7:38
0_to_200,41,prior_payments_delayed,car_new,3193,less_100_random,unemployed,1,male,none,2,real_estate,37,none,own,2,skilled,1,yes,yes,No Risk,0.74|0.26,a5d1e2f7-e749-49e3-8c62-a60a6a598ff2,04/11/20 7:38
less_0,20,all_credits_paid_back,education,3795,500_to_1000,4_to_7,4,male,co-applicant,3,real_estate,31,none,free,1,skilled,2,none,yes,No Risk,0.54|0.46,75dca281-714a-4bfd-8bd2-e5525ffb0a97,04/11/20 7:38
no_checking,22,outstanding_credit,radio_tv,12676,500_to_1000,greater_7,4,male,none_random,3,real_estate,41,stores,free,2,management_self-employed,2,none,yes,No Risk,0.53|0.47,40f741b8-a7f5-4326-93a3-489c5e1c30d4,04/11/20 7:38
less_0,18,prior_payments_delayed,car_used,1313,100_to_500,1_to_4,2,male,none,2,unknown,46,none,own,1,skilled,1,none,yes,No Risk,0.7|0.3,0bcaea0d-debc-4956-99b7-97525c38544a,04/11/20 7:38
no_checking,19,credits_paid_to_date,repairs,7669,unknown,1_to_4,2,female,none,2,car_other,19,none,own,1,skilled,1,none,yes,No Risk,0.68|0.32,d1639d37-0e5f-49ac-9e43-39d98502928f,04/11/20 7:38
0_to_200,35,credits_paid_to_date,radio_tv,4320,greater_1000,1_to_4,3,male,none,4,savings_insurance,42,none,free,1,skilled,1,none,yes,No Risk,0.67|0.33,abbf1f90-bb5e-435d-91da-f81e4ad729ab,04/11/20 7:38
0_to_200,24,no_credits,car_used,12669,100_to_500,greater_7,2,male,none,2,real_estate,19,none,free,2,skilled,1,yes,yes,No Risk,0.81|0.19,2ffba1cf-09f4-46fa-8d28-549ea6401b8b,04/11/20 7:38
no_checking,5,all_credits_paid_back,car_new,2676,less_100,greater_7,5,male,none,3,savings_insurance_random,51,stores,own,1,unemployed,1,yes,yes,No Risk,0.67|0.33,57c922d9-93df-4b5f-8635-721aa3a19f7c,04/11/20 7:38
no_checking,6,all_credits_paid_back,car_used,214,100_to_500,4_to_7,3,female,none,3,car_other,48,bank,own,1,skilled,1,yes,no,No Risk,0.65|0.35,5e37d9fb-77d3-4ae7-a511-504cceeb6221,04/11/20 7:38
less_0,35,outstanding_credit,radio_tv,-526,greater_1000,unemployed,3,female,guarantor,4,unknown,32,stores,own,1,skilled,1,none,yes,Risk,0.48|0.52,02370759-cd19-40a2-9675-429ff00538b6,04/11/20 7:38
0_to_200,18,prior_payments_delayed,radio_tv,4744,unknown,1_to_4,5,male,none,3,unknown,28,none,own,2,skilled,1,yes,yes,No Risk,0.65|0.35,1c045266-d8da-4958-a862-549cfac5841a,04/11/20 7:38
greater_200,5,prior_payments_delayed,furniture,5329,less_100,less_1,4,female,co-applicant,2,unknown,32,none,own,2,skilled,1,yes,yes,No Risk,0.52|0.48,4db721b1-d54c-4351-a4e6-9d656da2a7cf,04/11/20 7:38
less_0,23,credits_paid_to_date,car_used,8522,100_to_500,greater_7,3,male,co-applicant,4,savings_insurance,19,none,own,3,skilled,1,yes,yes,Risk,0.44|0.56,a349c000-6e70-472a-8318-151c0ac69b1d,04/11/20 7:38
less_0,15,all_credits_paid_back,radio_tv,5432,less_100,greater_7,4,male,none,3,savings_insurance,39,none,own,1,skilled,1,none,yes,No Risk,0.69|0.31,6725c558-eab0-48aa-88be-0c558a6a9bfc,04/11/20 7:38
no_checking,18,outstanding_credit,car_new,1379,500_to_1000,4_to_7,2,female,none,3,savings_insurance,19,none,own,3,skilled,1,none,yes,No Risk,0.57|0.43,ad4155b6-f704-4cdb-b512-830b8d7e9ba5,04/11/20 7:38
less_0,28,all_credits_paid_back,car_new,-768,500_to_1000,1_to_4,5,male,co-applicant,2,savings_insurance,43,none,own,1,unskilled,1,yes,yes,No Risk,0.61|0.39,b326ffe2-e56e-4398-83f1-a4ee0c3c50b3,04/11/20 7:38
0_to_200,26,credits_paid_to_date,appliances,9226,unknown,unemployed,2,female,none,3,unknown,32,stores,own,2,skilled,1,yes,yes,No Risk,0.58|0.42,ee901e61-71cd-4ebb-8e60-38af628d7955,04/11/20 7:38
0_to_200,37,prior_payments_delayed,furniture,-491,unknown,4_to_7,1,male,co-applicant,1,savings_insurance,34,none,rent,1,skilled,1,yes,yes,No Risk,0.69|0.31,d4a07e3e-1324-4fe4-992a-8b75b70a2a39,04/11/20 7:38
no_checking,4,prior_payments_delayed,education,10325,500_to_1000,less_1,4,female,co-applicant,4,car_other,36,none,own,1,management_self-employed,1,none,yes,No Risk,0.62|0.38,b7f325a6-409d-4057-a468-2b9dfa237d75,04/11/20 7:38
no_checking,24,credits_paid_to_date,car_new,10790,100_to_500,1_to_4,5,male,none,3,unknown,22,none,own,2,skilled,2,none,yes,No Risk,0.61|0.39,5836f6fc-8c12-42b9-b7bb-564a2941ad8a,04/11/20 7:38
less_0,24,credits_paid_to_date,car_new,10465,unknown,4_to_7,5,male,none,3,car_other,36,none,own,2,skilled,1,none,yes,No Risk,0.68|0.32,b632029a-39ee-474d-b23a-e23fa610d260,04/11/20 7:38
0_to_200,17,outstanding_credit,radio_tv,1098,less_100,1_to_4,1,female,none,2,savings_insurance,43,bank,own,1,management_self-employed,1,none,yes,No Risk,0.67|0.33,9882dc86-a581-4868-a7b7-1ff56d8b3602,04/11/20 7:38
no_checking,24,credits_paid_to_date,furniture,8328,less_100,4_to_7,3,male,none,3,savings_insurance,34,none,own,1,skilled,1,none,yes,No Risk,0.58|0.42,241e18fc-298e-40cd-bcfb-3dbc808c1c3b,04/11/20 7:38
0_to_200,7,prior_payments_delayed,car_new_random,6401,100_to_500,1_to_4,3,female,none,1,unknown,41,none,free,1,skilled,1,none,yes,No Risk,0.72|0.28,3a6b4052-69f8-4d16-bd9e-9e3ddf7f5429,04/11/20 7:38
less_0,30,prior_payments_delayed,car_new,-17,less_100,1_to_4,3,female,none,2,unknown,49,none,rent,3,skilled,1,none,yes,No Risk,0.64|0.36,1374ecc5-fdec-4cec-83f6-24ee9037b318,04/11/20 7:38
less_0,21,prior_payments_delayed,car_new,5331,less_100,greater_7,3,male,none,3,unknown,24,none,rent,2,skilled,1,yes,yes,No Risk,0.62|0.38,328fd6e1-8d77-4906-a57f-303fc0faad22,04/11/20 7:38
no_checking,19,outstanding_credit,radio_tv,9299,100_to_500,1_to_4,2,male,none,3,savings_insurance,32,none,free,1,skilled,2,none,yes,No Risk,0.5|0.5,9079eef3-d9fe-46a8-8234-28b4d7686db6,04/11/20 7:38
less_0,29,credits_paid_to_date,car_new,12779,500_to_1000,4_to_7,3,female,none,4,unknown,48,stores,own,1,unskilled,1,yes,yes,Risk,0.49|0.51,38aeca96-5151-4004-8095-77e49caf5a15,04/11/20 7:38
0_to_200,4,credits_paid_to_date,car_new,533,500_to_1000,greater_7,2,male,none,1,real_estate,41,none,free,1,management_self-employed,1,none,yes,No Risk,0.8|0.2,e699f568-d814-45de-be8c-00a9e12075d2,04/11/20 7:38
0_to_200,8,prior_payments_delayed,appliances,8655,unknown,1_to_4,5,female,none,3,real_estate,39,none,free,1,skilled,1,yes,yes_random,No Risk,0.55|0.45,57ba940b-e605-4499-a879-4ae883b38104,04/11/20 7:38
less_0,26,credits_paid_to_date,car_new,4777,unknown,1_to_4,1,male,none,4,unknown,28,stores,rent,1,unemployed,1,none,yes,No Risk,0.66|0.34,20c05718-7aed-489e-a367-3607500d53cf,04/11/20 7:38
0_to_200,10,credits_paid_to_date,radio_tv,4627,less_100,4_to_7,4,female,none,1,car_other,19,none,own,1,unskilled,2,none,yes,No Risk,0.7|0.3,99cb758c-cea5-446a-8ee7-0787e31e7bbc,04/11/20 7:38
no_checking,13,all_credits_paid_back,furniture,8230,less_100,1_to_4,1,female,none,1,car_other,36,none,own,2,skilled,1,none,yes,No Risk,0.65|0.35,3d04ce29-5698-46a6-bb63-be40012746eb,04/11/20 7:38
no_checking,40,outstanding_credit,repairs,9281,less_100,1_to_4,4,male,none,3,unknown,36,none,own,1,skilled,2,yes,yes,No Risk,0.59|0.41,72b370ab-141d-400f-a190-0a5dbdd323e6,04/11/20 7:38
less_0,16,all_credits_paid_back,car_new,10015,100_to_500,4_to_7,3,male,none,3,unknown,31,none,own,1,skilled,1,none,yes,No Risk,0.76|0.24,55d487b9-be2a-4ca8-953a-d45274d996ae,04/11/20 7:38
less_0,36,credits_paid_to_date,car_new,4629,less_100,4_to_7,4,male,guarantor,3,car_other,43,none,rent,1,skilled,2,yes,yes,No Risk,0.53|0.47,bf36990d-a54c-4b85-9007-ecd85469abab,04/11/20 7:38
greater_200,13,credits_paid_to_date,furniture,6527,100_to_500,1_to_4,4,male,none,4,savings_insurance,47,none,rent,1,unemployed,1,none_random,yes,No Risk,0.65|0.35,cd8103a3-06ec-4801-96f3-253a7779595b,04/11/20 7:38
0_to_200,32,prior_payments_delayed,car_used,-619,less_100,4_to_7,3,male,none,4,car_other,36,none,rent,2,unemployed,1,none,yes,No Risk,0.69|0.31,7c23ffab-b6f7-47d0-9826-e04b2490be8c,04/11/20 7:38
less_0,29,credits_paid_to_date,business,8080,less_100,greater_7,4,female,none,2,real_estate,19,none,own,1,skilled,1,none,yes,No Risk,0.72|0.28,197930c8-8d23-4ff8-9a3c-189d0c9deab2,04/11/20 7:38
less_0,14,prior_payments_delayed,furniture,12072,greater_1000,4_to_7,3,male,none,3,savings_insurance,33,none,own,2,skilled,1,none,yes,No Risk,0.7|0.3,d916b545-443b-47b1-a561-c1baba2139b8,04/11/20 7:38
less_0,16,prior_payments_delayed,vacation,6370,greater_1000,1_to_4,2,male,none,3,unknown,51,none,own,2,unskilled,1,none,yes,No Risk,0.6|0.4,7d7c596e-4e7f-4fcb-ad6c-ae449ca66e22,04/11/20 7:38
no_checking,8,no_credits,repairs,-626,unknown,4_to_7,3,female,none,2,savings_insurance,40,none,free,1,management_self-employed,1,yes,yes,No Risk,0.7|0.3,8f88d0e5-d516-401d-9cc3-0ce29d7fd0c3,04/11/20 7:38
no_checking,31,prior_payments_delayed,car_used,751,less_100,1_to_4,3,male,none,4,savings_insurance,44,none,rent,2,unemployed,1,none,yes,No Risk,0.58|0.42,030fa289-b694-4388-be65-58814f7276ef,04/11/20 7:38
no_checking,19,credits_paid_to_date,car_new,890,greater_1000,less_1,2,male,none,2,real_estate,55,none,own,2,unemployed,2,none,yes,No Risk,0.66|0.34,9341681d-b16f-4d1d-948a-4ff9a0d89b62,04/11/20 7:38
no_checking,27,prior_payments_delayed,vacation,9795,less_100,4_to_7,3,male,none,4,real_estate,40,none,own_random,1,skilled,1,none,yes,No Risk,0.64|0.36,2454a9b6-b3e2-4730-ad5e-f26bbda29a8a,04/11/20 7:38
no_checking,16,prior_payments_delayed,car_new,11783,less_100,4_to_7,2,male,none,3,savings_insurance,30,none,own,2,management_self-employed,1,yes,yes,No Risk,0.6|0.4,66ee049b-e5e2-4255-9075-e3931349e891,04/11/20 7:38
0_to_200,19,credits_paid_to_date,car_new,4027,100_to_500,greater_7,3,female,none,3,car_other,47,none,free,2,skilled,1,none,yes,No Risk,0.54|0.46,f22ba426-c939-4f97-8fb6-ecdc304e5834,04/11/20 7:38
0_to_200,26,prior_payments_delayed,car_used,9874,greater_1000,4_to_7,5,male,none,2,unknown,28,stores,own,2,skilled,2,none,yes,No Risk,0.59|0.41,a1c68af3-a190-454e-8679-043690fc9837,04/11/20 7:38
0_to_200,31,outstanding_credit,appliances,4236,500_to_1000,less_1,2,male,none,3,savings_insurance,25,none,own,2,skilled,1,none,yes,No Risk,0.73|0.27,a744ea5e-e4f7-4fc0-b427-2a492c898ce0,04/11/20 7:38
less_0,23,outstanding_credit,car_new,8413,500_to_1000,4_to_7,4,female,none,1,savings_insurance,38,stores,own,1,skilled,1,yes,yes,No Risk,0.71|0.29,6e35d034-e1e6-499b-a093-c466ec6fdcf3,04/11/20 7:38
less_0,9,credits_paid_to_date,radio_tv,2004,less_100,greater_7,4,female,none,1,savings_insurance,19,none,free,2,skilled,1,yes,yes,No Risk,0.74|0.26,14baa05e-8ca4-4a61-9aad-8a7d4fd250f2,04/11/20 7:38
less_0,20,prior_payments_delayed_random,car_new_random,9868,100_to_500,4_to_7,2,male,none,3,savings_insurance,47,none,rent,1,unskilled,1,yes,yes,No Risk,0.54|0.46,0ed16bf5-1119-49e9-8c36-135eb74c0f67,04/11/20 7:38
0_to_200,12,credits_paid_to_date,repairs,11228,less_100,1_to_4,4,male,co-applicant,1,real_estate,24,none,free,2,skilled,1,none,yes,No Risk,0.71|0.29,101d7c71-9505-432b-990d-9408a9502c14,04/11/20 7:38
no_checking,28,outstanding_credit,repairs,9048,100_to_500,greater_7,2,male,none,5,real_estate,41,bank,own,2,skilled,2,yes,yes,No Risk,0.5|0.5,b8342948-0ca7-47e9-99b2-5e90c0ab31bf,04/11/20 7:38
0_to_200,5,credits_paid_to_date,business,7765,unknown,greater_7,4,male,none,2,unknown,44,none,own,1,skilled,1,yes,yes,No Risk,0.72|0.28,b4df866b-e8ba-4f67-89ae-867854e0fd3e,04/11/20 7:38
0_to_200,12,all_credits_paid_back,education,8008,less_100,unemployed,3,female,guarantor,2,car_other,29,none,own,1,skilled,1,none,yes,No Risk,0.82|0.18,5434ad7d-bb36-49d4-ae2e-f6c1889b2975,04/11/20 7:38
no_checking,18,credits_paid_to_date,retraining,8408,less_100,4_to_7,4,male,guarantor,2,savings_insurance,48,stores,own,2,unskilled,1,yes,yes,No Risk,0.68|0.32,890fda77-5776-4926-8ba9-326a61f3f4b6,04/11/20 7:38
no_checking,28,credits_paid_to_date,education,9188,500_to_1000,4_to_7,2,male,none,2,unknown,29,none,rent,1,skilled,1,yes,yes,No Risk,0.55|0.45,33e88207-7c6a-40e6-96e5-a190a97b96c8,04/11/20 7:38
no_checking,30,outstanding_credit,repairs,2710,less_100,1_to_4,5,male,none,4,car_other,22,none,own,2,skilled,1,none,yes,No Risk,0.55|0.45,c9385768-e6f9-463f-bf72-fc6735dab64c,04/11/20 7:38
less_0,16,prior_payments_delayed,car_used,6859,100_to_500,1_to_4,3,male_random,none,4,car_other,19,none,rent,1,skilled,1,none,yes,No Risk,0.63|0.37,96fcd17a-b3c7-4ddd-b21a-de11cae1cc41,04/11/20 7:38
less_0,37,outstanding_credit,car_new,12543,less_100,1_to_4,3,male,none,1,savings_insurance,38,none,free,1,skilled,2,none,yes,No Risk,0.53|0.47,0cd71341-a319-4478-9388-85ceef589e57,04/11/20 7:38
no_checking,49,credits_paid_to_date,retraining,2924,less_100,4_to_7,2,male,co-applicant,4,savings_insurance,28,none,own,1,unemployed,1,none,no,No Risk,0.51|0.49,e0ba3ae3-a0e6-4df5-8937-37708296b32d,04/11/20 7:38
0_to_200,16,outstanding_credit,radio_tv,5371,unknown,less_1,3,male,none,4,savings_insurance,30,none,rent,2,skilled_random,1,none,yes,No Risk,0.8|0.2,fbf3a315-bf5a-4645-9d41-94cc67c8c9f9,04/11/20 7:38
0_to_200,20,all_credits_paid_back,car_used,4841,less_100,less_1,4,male,co-applicant,5,real_estate,54,none_random,own,2,skilled,1,none,yes,No Risk,0.66|0.34,1729d3f4-9a74-45f3-91c5-a42509243cb9,04/11/20 7:38
less_0,33,credits_paid_to_date,furniture,3181,500_to_1000,greater_7,1,male,none,4,car_other,36,none,free,1,management_self-employed,1,none,yes,No Risk,0.58|0.42,a5e032f8-fdc6-4931-8673-3e8d8001a7f7,04/11/20 7:38
no_checking,33,no_credits,radio_tv,7177,500_to_1000,1_to_4,3,female,none,3,real_estate,27,none,free,3,unemployed,1,none,yes,No Risk,0.61|0.39,2c936163-e958-48fd-97a9-07d07ea8c301,04/11/20 7:38
no_checking,6,prior_payments_delayed,car_new,10768,100_to_500,1_to_4,4,female,none,2,real_estate,51,bank,own,1,skilled,1,yes,yes,No Risk,0.67|0.33,6e36828c-f50c-46f7-9473-9ab16f6b61b3,04/11/20 7:38
no_checking,44,prior_payments_delayed,car_new,2569,100_to_500,less_1,2,male,none,5,savings_insurance,19,none,own,1,unskilled,2,yes,yes,No Risk,0.66|0.34,940270b1-6681-435a-af56-6fa868b83e06,04/11/20 7:38
0_to_200,25,prior_payments_delayed,car_used,9072,less_100,1_to_4,4,female,none,1,real_estate,23,none,rent,2,skilled,1,none,yes,No Risk,0.75|0.25,ae051a89-3eb7-477d-8191-ade1e0d81a05,04/11/20 7:38
less_0,23,prior_payments_delayed,car_used,10617,less_100,greater_7,3,male,none,4,unknown,28,none,own,2,skilled,1,none,yes,No Risk,0.59|0.41,380d88ae-d48f-4804-8c43-46537de3e515,04/11/20 7:38
0_to_200,17,all_credits_paid_back,vacation,9282,less_100,less_1,1,female,none,2,car_other,41,none,own,2,skilled,1,yes,yes,No Risk,0.65|0.35,d8b61be8-3c75-4c42-b706-70b93baf50c8,04/11/20 7:38
less_0,31,prior_payments_delayed_random,vacation,1498,500_to_1000,1_to_4,2,male,co-applicant,5,real_estate,46,none,own,1,management_self-employed,2,yes,yes,No Risk,0.61|0.39,542e70a1-3053-4fec-9db2-680cd230e061,04/11/20 7:38
no_checking,9,prior_payments_delayed,radio_tv,9006,unknown,1_to_4,1,female,none,3,savings_insurance,55,none,free,1,management_self-employed,1,yes,yes,Risk,0.43|0.57,34e34872-d788-43c8-8653-c771cb1dc4a5,04/11/20 7:38
less_0,42,credits_paid_to_date,retraining,697,500_to_1000,less_1,2,male,none,3,savings_insurance_random,23,stores,own,2,unemployed,1,yes,yes,No Risk,0.77|0.23,5c0e8814-2676-45e2-8af9-5c65cbb4b8a8,04/11/20 7:38
no_checking,28,all_credits_paid_back,car_new,8344,less_100,1_to_4,4,female,none,1,car_other,37,none,own,1,unskilled,2,yes,yes,No Risk,0.64|0.36,7ec5aa37-8260-495d-8bfa-92bfa6a98589,04/11/20 7:38
no_checking,25,outstanding_credit,retraining,9342,500_to_1000,less_1,5,male,none,1,car_other,41,none,rent,2,skilled,1,none,yes,No Risk,0.73|0.27,62b43c55-43e8-4f03-a644-2c815d9913fb,04/11/20 7:38
less_0,24,credits_paid_to_date,furniture,7885,500_to_1000,less_1,4,male,none,3,savings_insurance,49,none,rent,1,skilled,1,none,yes,No Risk,0.74|0.26,e010c177-59af-42be-a934-6476689db795,04/11/20 7:38
less_0,14,prior_payments_delayed,radio_tv,9091,100_to_500,4_to_7,1,male,none,2,savings_insurance,37,none,free,2,skilled,1,yes,yes,No Risk,0.75|0.25,7fb6966b-a3e8-47b0-a94c-60a07e6c9dd8,04/11/20 7:38
no_checking,16,all_credits_paid_back,vacation,8734,less_100,unemployed,5,male,none,3,savings_insurance,48,none,own,1,skilled,1,none,yes,No Risk,0.72|0.28,15c5ed77-0083-444b-815e-1ef0c13bcb0d,04/11/20 7:38
no_checking,15,credits_paid_to_date,vacation,3624,100_to_500,1_to_4,3,male,none,3,car_other,19,none,own,2,skilled,1,none,yes,No Risk,0.79|0.21,866c200a-befb-4f0f-9d15-5321c753aa6f,04/11/20 7:38
0_to_200,28,outstanding_credit,car_new,8953,100_to_500,4_to_7,3,female,co-applicant,4,car_other,29,none,own,2,unemployed,1,none,yes,Risk,0.38|0.62,01e9ff7c-311f-479f-b4b9-6187f3867ff3,04/11/20 7:38
less_0,11,outstanding_credit,radio_tv,5850,100_to_500,4_to_7,4,male,none,2,real_estate,35,bank,own,2,skilled,2,yes,yes,No Risk,0.82|0.18,c7a51776-236c-4e0c-9ace-1ea288966401,04/11/20 7:38
no_checking,41,prior_payments_delayed,retraining,2613,less_100,4_to_7,2,male,none,4,savings_insurance,47,none,rent,2,unskilled,1,none,yes,No Risk,0.68|0.32,785a4ad4-40ed-41c8-b4de-2cdbd5dd5d05,04/11/20 7:38
0_to_200,10,prior_payments_delayed,radio_tv,9047,100_to_500,4_to_7,3,male,none,3,car_other,25,none,own,2,skilled,1,none,yes,No Risk,0.77|0.23,7c555315-f724-4fd5-81d3-5c77d282877b,04/11/20 7:38
no_checking,4,outstanding_credit,repairs,11539,unknown,4_to_7,3,male,none,4,savings_insurance,19,stores,rent,1,skilled,1,yes,yes,No Risk,0.57|0.43,18aeaee8-9e31-4e4c-b11e-fa2c7cbc0218,04/11/20 7:38
0_to_200,27,prior_payments_delayed,radio_tv,12434,unknown,unemployed,3,female,none,2,car_other,61,none,own,1,skilled,1,none,yes,Risk,0.47|0.53,6563cb24-6304-4dca-9af0-6946081025ad,04/11/20 7:38
no_checking,4,prior_payments_delayed,car_new,4069,500_to_1000,1_to_4,1,male,co-applicant,4,savings_insurance,37,stores,own,2,skilled,2,none,yes,No Risk,0.63|0.37,8299e23f-261f-425f-addc-4ddba15f1d6a,04/11/20 7:38
